body,slogan,label,tag,link
Let $S$ be a scheme. Let $f : X \to Y$ be an \'etale and universally injective morphism of algebraic spaces over $S$. Then $f$ is an open immersion.,Universally injective \'etale maps are open immersions.,lemma-etale-universally-injective-open,05W5,https://stacks.math.columbia.edu/tag/05W5
"Let $S$ be a scheme. Let $X$ be an algebraic space over $S$. Let $x \in |X|$. If $X$ is separated, locally Noetherian, and the dimension of the local ring of $X$ at $x$ is $\leq 1$ (Properties of Spaces, Definition \ref{spaces-properties-definition-dimension-local-ring}), then there exists an open subspace of $X$ containing $x$ which is a scheme.",Separated algebraic spaces are schemes in codimension 1.,lemma-codim-1-point-in-schematic-locus,0ADD,https://stacks.math.columbia.edu/tag/0ADD
"Let $S$ be a scheme. Let $X$ be an algebraic space over $S$. Let $\overline{x}$ be a geometric point of $X$. Consider the functor $$ u : X_{\acute{e}tale} \longrightarrow \textit{Sets}, \quad U \longmapsto |U_{\overline{x}}| $$ Then $u$ defines a point $p$ of the site $X_{\acute{e}tale}$ (Sites, Definition \ref{sites-definition-point}) and its associated stalk functor $\mathcal{F} \mapsto \mathcal{F}_p$ (Sites, Equation \ref{sites-equation-stalk}) is the functor $\mathcal{F} \mapsto \mathcal{F}_{\overline{x}}$ defined above.",A geometric point of an algebraic space gives a point of its \'etale topos.,lemma-stalk-gives-point,04K0,https://stacks.math.columbia.edu/tag/04K0
"In Situation \ref{situation-simplicial-site}. If $\mathcal{I}$ is injective in $\textit{Ab}(\mathcal{C}_{total})$, then $\mathcal{I}_n$ is injective in $\textit{Ab}(\mathcal{C}_n)$. If $\mathcal{I}^\bullet$ is a K-injective complex in $\textit{Ab}(\mathcal{C}_{total})$, then $\mathcal{I}_n^\bullet$ is K-injective in $\textit{Ab}(\mathcal{C}_n)$.",An injective abelian sheaf on a simplicial site is injective on each component,lemma-restriction-injective-to-component-site,09WH,https://stacks.math.columbia.edu/tag/09WH
Let $S$ be a scheme contained in $\mathit{Sch}_{fppf}$. Let $F$ be an algebraic space over $S$. Let $G \to F$ be a representable transformation of functors. Then $G$ is an algebraic space.,A functor that admits a representable morphism to an algebraic space is an algebraic space.,lemma-representable-over-space,02WY,https://stacks.math.columbia.edu/tag/02WY
"Let $S$ be a scheme contained in $\mathit{Sch}_{fppf}$. Let $f : X \to Y$ be a morphism of algebraic spaces over $S$. Let $\Delta_{X/Y} : X \to X \times_Y X$ be the diagonal morphism. Then \begin{enumerate} \item $\Delta_{X/Y}$ is representable, \item $\Delta_{X/Y}$ is locally of finite type, \item $\Delta_{X/Y}$ is a monomorphism, \item $\Delta_{X/Y}$ is separated, and \item $\Delta_{X/Y}$ is locally quasi-finite. \end{enumerate}",Diagonals of morphisms of algebraic stacks are representable by algebraic spaces and locally of finite type.,lemma-properties-diagonal,03HK,https://stacks.math.columbia.edu/tag/03HK
"Let $S$ be a scheme. If $X \to Y$ is a monomorphism of algebraic spaces over $S$, then $|X| \to |Y|$ is injective.",Monomorphisms of stacks are injective on points.,lemma-monomorphism-injective-points,06RV,https://stacks.math.columbia.edu/tag/06RV
"Let $f : \mathcal{U} \to \mathcal{X}$ be a $1$-morphism of algebraic stacks. \begin{enumerate} \item Let $\mathcal{F}$ be an abelian \'etale sheaf on $\mathcal{X}$. Assume that $f$ is representable by algebraic spaces, surjective, and smooth. Then there is a spectral sequence $$ E_1^{p, q} = H^q_{\acute{e}tale}(\mathcal{U}_p, f_p^{-1}\mathcal{F}) \Rightarrow H^{p + q}_{\acute{e}tale}(\mathcal{X}, \mathcal{F}) $$ \item Let $\mathcal{F}$ be an abelian sheaf on $\mathcal{X}$. Assume that $f$ is representable by algebraic spaces, surjective, flat, and locally of finite presentation. Then there is a spectral sequence $$ E_1^{p, q} = H^q_{fppf}(\mathcal{U}_p, f_p^{-1}\mathcal{F}) \Rightarrow H^{p + q}_{fppf}(\mathcal{X}, \mathcal{F}) $$ \end{enumerate}",Cohomology of a stack can be computed on the Cech nerve of a presentation,proposition-smooth-covering-compute-cohomology,06XJ,https://stacks.math.columbia.edu/tag/06XJ
"Let $f : X \to Y$ be a continuous map of topological spaces. If $Y$ is Hausdorff, then the graph of $f$ is closed in $X \times Y$.",Graphs of maps to Hausdorff spaces are closed.,lemma-graph-closed,08ZF,https://stacks.math.columbia.edu/tag/08ZF
"Let $f : X \to Y$ be a continuous map of topological spaces. If $X$ is quasi-compact and $Y$ is Hausdorff, then $f$ is universally closed.",A map from a compact space to a Hausdorff space is universally closed.,lemma-closed-map,08YD,https://stacks.math.columbia.edu/tag/08YD
"Suppose $X$ is a Jacobson topological space. Let $X_0$ be the set of closed points of $X$. There is a bijective, inclusion preserving correspondence $$ \{\text{finite unions loc. closed subsets of } X\} \leftrightarrow \{\text{finite unions loc. closed subsets of } X_0\} $$ given by $E \mapsto E \cap X_0$. This correspondence preserves the subsets of locally closed, of open and of closed subsets.","For Jacobson spaces, closed points see everything about the topology.",lemma-jacobson-equivalent-locally-closed,005Z,https://stacks.math.columbia.edu/tag/005Z
"Let $X$ be a quasi-compact Hausdorff space. There exists a continuous surjection $X' \to X$ with $X'$ quasi-compact, Hausdorff, and extremally disconnected. If we require that every proper closed subset of $X'$ does not map onto $X$, then $X'$ is unique up to isomorphism.",Every quasi-compact Hausdorff space has a canonical extremally disconnected cover,lemma-existence-projective-cover,090D,https://stacks.math.columbia.edu/tag/090D
"Let $k$ be an algebraically closed field. Let $X$, $Y$ be varieties over $k$. Then $X \times_{\mathop{\mathrm{Spec}}(k)} Y$ is a variety over $k$.",Products of varieties are varieties over algebraically closed fields.,lemma-product-varieties,05P3,https://stacks.math.columbia.edu/tag/05P3
"Let $k$ be a field. Let $X$ be an algebraic space over $k$. Let $x \in |X|$. The following are equivalent \begin{enumerate} \item $X$ is geometrically reduced at $x$, \item for some \'etale neighbourhood $(U, u) \to (X, x)$ where $U$ is a scheme, $U$ is geometrically reduced at $u$, \item for any \'etale neighbourhood $(U, u) \to (X, x)$ where $U$ is a scheme, $U$ is geometrically reduced at $u$. \end{enumerate}",Geometric reducedness can be checked on local rings.,lemma-geometrically-reduced-at-point,0DMR,https://stacks.math.columbia.edu/tag/0DMR
"Let $k$ be a field. Let $X$ be a scheme over $k$. The following are equivalent \begin{enumerate} \item $X$ is geometrically irreducible over $k$, \item for every nonempty affine open $U$ the $k$-algebra $\mathcal{O}_X(U)$ is geometrically irreducible over $k$ (see Algebra, Definition \ref{algebra-definition-geometrically-irreducible}), \item $X$ is irreducible and there exists an affine open covering $X = \bigcup U_i$ such that each $k$-algebra $\mathcal{O}_X(U_i)$ is geometrically irreducible, and \item there exists an open covering $X = \bigcup_{i \in I} X_i$ with $I \not = \emptyset$ such that $X_i$ is geometrically irreducible for each $i$ and such that $X_i \cap X_j \not = \emptyset$ for all $i, j \in I$. \end{enumerate} Moreover, if $X$ is geometrically irreducible so is every nonempty open subscheme of $X$.",Geometric irreductibility is Zariski local modulo connectedness.,lemma-geometrically-irreducible-local,038G,https://stacks.math.columbia.edu/tag/038G
"Let $k$ be a field. Let $X$ be a scheme over $k$. The following are equivalent: \begin{enumerate} \item $X$ is geometrically irreducible over $k$, \item for every finite separable field extension $k'/k$ the scheme $X_{k'}$ is irreducible, and \item $X_{\overline{k}}$ is irreducible, where $k \subset \overline{k}$ is a separable algebraic closure of $k$. \end{enumerate}",Geometric irreducibility can be tested over a separable algebraic closure of the base field.,lemma-characterize-geometrically-irreducible,038I,https://stacks.math.columbia.edu/tag/038I
"Let $k$ be a field. Let $X$, $Y$ be locally algebraic $k$-schemes. \begin{enumerate} \item For $z \in X \times Y$ lying over $(x, y)$ we have $\dim_z(X \times Y) = \dim_x(X) + \dim_y(Y)$. \item We have $\dim(X \times Y) = \dim(X) + \dim(Y)$. \end{enumerate}",The dimension of the product is the sum of the dimensions.,lemma-dimension-product-locally-algebraic,0B2M,https://stacks.math.columbia.edu/tag/0B2M
A smooth morphism is regular.,Smooth over a field implies regular,lemma-smooth-regular,07R9,https://stacks.math.columbia.edu/tag/07R9
Let $k$ be a field and $n \geq 0$. Then $\mathbf{P}^n_k$ is a smooth projective variety of dimension $n$ over $k$.,Projective space is smooth.,lemma-projective-space-smooth,0B2P,https://stacks.math.columbia.edu/tag/0B2P
